ID,Cluster,AKT,AKT_pS473,AKT_pT308,YAP,YAP_pS127,YAP-p-YAP,p-AKT,AKTSCORE
TCGA.HT.8558.01,Cluster I,0.53286,0.33325,0.15605,-0.58473,-1.6271,1.04237,0.4893,2.6625738
TCGA.HT.8564.01,Cluster I,-0.16278,1.3404,0.97525,-0.36212,-0.51966,0.15754,2.31565,0.417842
TCGA.HT.A4DV.01,Cluster I,0.11916,0.6468,0.62908,-0.50997,-1.3152,0.80523,1.27588,3.28078
TCGA.HT.A5R5.01,Cluster I,-0.51264,1.9187,1.4551,-0.26304,-0.944,0.68096,3.3738,5.8928
TCGA.HT.A5R7.01,Cluster I,0.18809,1.8874,1.8317,-0.58752,-1.1624,0.57488,3.7191,7.02916
TCGA.HT.A5R9.01,Cluster I,-0.50252,1.4808,1.3794,-0.342,-0.86846,0.52646,2.8602,4.302163
TCGA.HT.A5RB.01,Cluster I,0.21725,0.52824,0.73901,-0.62923,-1.7684,1.13917,1.26725,7.02543
TCGA.HT.A614.01,Cluster I,0.11649,1.5232,1.4135,-0.51521,-1.1994,0.68419,2.9367,7.11319
TCGA.HT.A615.01,Cluster I,-0.4713,1.7018,1.4041,-0.4927,-1.329,0.8363,3.1059,2.848167
TCGA.HT.A616.01,Cluster I,0.058692,0.28853,0.5649,-0.33952,-1.1571,0.81758,0.85343,5.35963
TCGA.HT.A617.01,Cluster I,0.061072,1.6017,1.3388,-0.44842,-1.1974,0.74898,2.9405,7.56361
TCGA.HT.A618.01,Cluster I,-0.23658,2.2709,1.7679,-0.17474,-0.4475,0.27276,4.0388,5.26263
TCGA.HT.A619.01,Cluster I,-0.27714,0.81823,0.58987,-0.5233,-1.6084,1.0851,1.4081,5.54078
TCGA.HT.A61A.01,Cluster I,0.28368,0.93772,0.88,-0.30052,-1.0291,0.72858,1.81772,6.50678
TCGA.HT.A61B.01,Cluster I,-0.13785,1.455,1.2326,-0.3577,-0.81834,0.46064,2.6876,6.35455
TCGA.HT.A74H.01,Cluster I,-0.37495,2.2538,1.6098,-0.18013,-0.56429,0.38416,3.8636,11.5856
TCGA.HT.A74J.01,Cluster I,0.028246,2.0461,1.6101,-0.31814,-0.77886,0.46072,3.6562,7.45754
TCGA.HT.A74L.01,Cluster I,0.31656,2.0288,1.6417,-0.5702,-1.0866,0.5164,3.6705,5.59651
TCGA.HT.A74O.01,Cluster I,-0.22325,1.7105,1.1563,-0.41818,-1.4366,1.01842,2.8668,3.6509
TCGA.HW.7486.01,Cluster I,-0.48791,0.65953,0.42278,-0.4565,-1.8123,1.3558,1.08231,3.7863
TCGA.HW.7487.01,Cluster I,-0.43493,0.56188,0.64985,-0.49292,-1.2284,0.73548,1.21173,0.529287
TCGA.HW.7489.01,Cluster I,-0.52595,1.058,0.76429,-0.2623,-0.7766,0.5143,1.82229,1.110618
TCGA.HW.7490.01,Cluster I,-0.98117,0.57126,0.17904,-0.20146,-0.92832,0.72686,0.7503,5.31295
TCGA.HW.7491.01,Cluster I,-0.0095559,2.3014,1.9371,-0.67442,-1.9941,1.31968,4.2385,7.52686
TCGA.HW.7493.01,Cluster I,-0.058983,1.2955,0.98723,-0.29932,-1.0518,0.75248,2.28273,9.42339
TCGA.HW.7495.01,Cluster I,0.071133,1.3062,1.2614,-0.45005,-0.94996,0.49991,2.5676,5.03691
TCGA.HW.8319.01,Cluster I,0.17516,2.0092,1.7249,-0.27277,-0.3903,0.11753,3.7341,3.52454
TCGA.HW.8320.01,Cluster I,-0.91843,1.4259,0.90599,-0.17816,-1.2446,1.06644,2.33189,4.91877
TCGA.HW.8321.01,Cluster I,-0.6593,1.4191,1.0857,-0.2101,-0.78312,0.57302,2.5048,3.76558
TCGA.HW.8322.01,Cluster I,-0.2448,0.79719,0.80891,-0.42294,-1.321,0.89806,1.6061,4.6366
TCGA.HW.A5KJ.01,Cluster I,-0.7549,0.86181,0.45872,-0.12004,-0.63624,0.5162,1.32053,6.8552
TCGA.HW.A5KK.01,Cluster I,-0.42957,1.5522,1.5742,0.13777,0.33243,-0.19466,3.1264,4.32055
TCGA.HW.A5KM.01,Cluster I,-0.013577,0.42601,0.27895,-0.36425,-1.6614,1.29715,0.70496,6.81497
TCGA.IK.7675.01,Cluster I,0.14704,1.7911,1.0554,-0.6521,-2.1167,1.4646,2.8465,1.6252126
TCGA.IK.8125.01,Cluster I,-0.53251,1.0004,0.84978,-0.36988,-0.77676,0.40688,1.85018,4.69203
TCGA.KT.A74X.01,Cluster I,0.16037,1.4808,1.6548,-0.48014,-1.0494,0.56926,3.1356,8.20848
TCGA.P5.A5ET.01,Cluster I,-0.3401,1.126,0.91558,-0.52437,-0.97331,0.44894,2.04158,2.251812
TCGA.P5.A5EV.01,Cluster I,-0.74748,1.4035,0.99451,-0.42337,-1.24,0.81663,2.39801,6.76935
TCGA.P5.A5EW.01,Cluster I,-0.37272,1.8898,1.3736,-0.25796,-1.0194,0.76144,3.2634,4.45613
TCGA.P5.A5EX.01,Cluster I,0.26557,0.7579,0.78813,-0.69162,-2.1898,1.49818,1.54603,4.27992
TCGA.P5.A5EY.01,Cluster I,-0.09893,1.0832,0.85448,-0.28696,-1.0496,0.76264,1.93768,5.18354
TCGA.P5.A5EZ.01,Cluster I,-0.35716,0.37216,0.6344,-0.06508,-0.60401,0.53893,1.00656,3.84888
TCGA.P5.A5F0.01,Cluster I,0.52096,1.5024,1.3823,-0.72627,-2.039,1.31273,2.8847,5.002779
TCGA.P5.A5F1.01,Cluster I,-0.63413,1.6802,1.0909,0.15738,0.2031,-0.04572,2.7711,-1.20303
TCGA.P5.A5F2.01,Cluster I,-1.1188,0.10474,0.1147,0.89832,0.65969,0.23863,0.21944,4.50844
TCGA.P5.A5F4.01,Cluster I,0.077598,0.15375,0.31673,-0.40876,-1.6197,1.21094,0.47048,2.08502
TCGA.P5.A5F6.01,Cluster I,-0.27592,1.4865,0.40228,0.23139,-0.49778,0.72917,1.88878,6.80904
TCGA.P5.A72W.01,Cluster I,-0.57317,0.90486,0.38973,-0.25781,-0.95654,0.69873,1.29459,0.783462
TCGA.P5.A72X.01,Cluster I,-0.41571,0.73926,0.68847,-0.37836,-0.66263,0.28427,1.42773,7.32898
TCGA.P5.A72Z.01,Cluster I,0.081767,1.061,0.96206,-0.66717,-1.8066,1.13943,2.02306,0.425238
TCGA.P5.A730.01,Cluster I,-0.55638,0.85191,0.49728,-0.35827,-0.93177,0.5735,1.34919,2.903865
TCGA.P5.A731.01,Cluster I,-0.41477,1.0822,0.75014,-0.3708,-0.89865,0.52785,1.83234,6.67111
TCGA.P5.A733.01,Cluster I,-0.10367,-0.18931,0.49486,-0.30744,-1.4916,1.18416,0.30555,5.74353
TCGA.P5.A735.01,Cluster I,0.17737,1.251,0.99802,-0.37366,-1.0005,0.62684,2.24902,7.70958
TCGA.P5.A736.01,Cluster I,-0.34302,0.51204,0.55008,-0.26501,-0.85854,0.59353,1.06212,0.75700792
TCGA.P5.A737.01,Cluster I,-0.24571,0.15263,0.66523,-0.42422,-1.6226,1.19838,0.81786,3.61271
TCGA.P5.A77W.01,Cluster I,-0.33093,0.47267,0.56933,-0.42699,-0.90317,0.47618,1.042,6.18415
TCGA.P5.A77X.01,Cluster I,-0.45413,0.43214,0.68413,-0.43266,-0.84947,0.41681,1.11627,5.12906
TCGA.P5.A780.01,Cluster I,-0.5728,0.73218,0.56162,-0.3019,-1.048,0.7461,1.2938,2.1274
TCGA.P5.A781.01,Cluster I,-0.036412,1.6273,1.3894,-0.4121,-0.99396,0.58186,3.0167,1.864367
TCGA.QH.A65S.01,Cluster I,-0.40176,1.5397,1.2924,-0.28414,-0.58558,0.30144,2.8321,-2.261299
TCGA.QH.A65V.01,Cluster I,-0.26664,0.98789,0.70549,-0.35184,-1.2543,0.90246,1.69338,4.73358
TCGA.QH.A65X.01,Cluster I,-0.30161,0.40662,0.13735,-0.34736,-1.2176,0.87024,0.54397,4.79823
TCGA.QH.A65Z.01,Cluster I,-0.41368,0.96802,0.616,-0.23085,-0.89668,0.66583,1.58402,4.77287
TCGA.QH.A6CS.01,Cluster I,-0.24075,1.0236,0.67795,-0.3457,-1.3155,0.9698,1.70155,0.53244113
TCGA.QH.A6CU.01,Cluster I,-0.3417,1.4022,1.4069,-0.24075,-0.84015,0.5994,2.8091,5.1814
TCGA.QH.A6CV.01,Cluster I,0.18185,0.60392,0.29739,-0.42803,-1.48,1.05197,0.90131,2.9609
TCGA.QH.A6CW.01,Cluster I,-0.63058,1.8423,1.2845,-0.27488,-0.76129,0.48641,3.1268,6.01981
TCGA.QH.A6CX.01,Cluster I,-0.16332,2.2589,1.7166,-0.33278,-0.86409,0.53131,3.9755,7.53924
TCGA.QH.A6CY.01,Cluster I,0.023095,0.9262,0.6236,-0.30898,-0.9924,0.68342,1.5498,0.37382
TCGA.QH.A6CZ.01,Cluster I,-0.11399,0.37851,0.32569,-0.45881,-1.6037,1.14489,0.7042,6.4416
TCGA.QH.A6X4.01,Cluster I,0.14687,1.1418,1.0106,-0.50054,-1.4066,0.90606,2.1524,7.87623
TCGA.QH.A6X5.01,Cluster I,-0.19334,0.44885,0.48391,-0.32682,-1.0848,0.75798,0.93276,4.79053
TCGA.QH.A6X8.01,Cluster I,-0.20068,1.4249,0.92535,-0.47462,-2.4564,1.98178,2.35025,3.12763
TCGA.QH.A6X9.01,Cluster I,0.24774,0.45282,0.88582,-0.48243,-1.2468,0.76437,1.33864,0.5845026
TCGA.QH.A6XA.01,Cluster I,0.18024,0.16688,0.22754,-0.31091,-1.4135,1.10259,0.39442,7.38946
TCGA.QH.A6XC.01,Cluster I,0.1698,0.15318,0.26245,-0.23883,-0.93734,0.69851,0.41563,3.33879
TCGA.QH.A86X.01,Cluster I,-0.57429,1.0075,0.64825,-0.32781,-0.89332,0.56551,1.65575,4.2194
TCGA.QH.A870.01,Cluster I,-0.53705,0.84239,0.56218,-0.3543,-1.181,0.8267,1.40457,2.929087
TCGA.R8.A6MK.01,Cluster I,-0.18245,0.55784,0.2158,-0.38697,-1.0854,0.69843,0.77364,0.81895
TCGA.R8.A6ML.01,Cluster I,-0.38059,1.675,1.1718,-0.39731,-1.0614,0.66409,2.8468,7.11169
TCGA.R8.A6MO.01,Cluster I,0.014561,1.2545,0.92815,-0.44199,-1.2661,0.82411,2.18265,3.7868
TCGA.RY.A83X.01,Cluster I,-0.64183,1.174,0.72955,-0.33426,-0.93691,0.60265,1.90355,5.88384
TCGA.RY.A83Y.01,Cluster I,-0.40432,1.3155,0.86294,-0.38944,-1.0269,0.63746,2.17844,5.80755
TCGA.RY.A83Z.01,Cluster I,0.12204,1.4238,1.193,-0.54899,-1.2168,0.66781,2.6168,4.18362
TCGA.RY.A843.01,Cluster I,0.12256,0.78227,0.58332,-0.39061,-1.2779,0.88729,1.36559,5.62739
TCGA.RY.A845.01,Cluster I,-0.22111,1.5047,1.1248,-0.23714,-0.38051,0.14337,2.6295,4.60272
TCGA.S9.A6TS.01,Cluster I,-0.24813,1.0926,0.94003,-0.34085,-0.89873,0.55788,2.03263,3.57377
TCGA.S9.A6TU.01,Cluster I,-0.55129,0.72264,0.55977,-0.3846,-1.0789,0.6943,1.28241,1.34401
TCGA.S9.A6TX.01,Cluster I,-0.32812,1.6415,1.2425,-0.57105,-1.1662,0.59515,2.884,5.9286
TCGA.S9.A6TY.01,Cluster I,0.06927,0.269,0.039265,-0.38028,-1.1735,0.79322,0.308265,6.0421
TCGA.S9.A6U1.01,Cluster I,-0.11332,1.0714,0.71734,-0.20879,-0.81311,0.60432,1.78874,6.69998
TCGA.S9.A6U5.01,Cluster I,-0.37901,1.4263,1.4789,-0.32383,-0.39599,0.07216,2.9052,1.348239
TCGA.S9.A6U6.01,Cluster I,-0.21879,0.97943,0.56049,-0.2898,-1.2296,0.9398,1.53992,5.38703
TCGA.S9.A6U9.01,Cluster I,-0.38494,0.74156,0.34821,-0.32438,-0.80527,0.48089,1.08977,3.22814
TCGA.S9.A6WD.01,Cluster I,-0.4931,0.75971,0.69964,-0.47777,-1.1604,0.68263,1.45935,4.5908
TCGA.S9.A6WE.01,Cluster I,-0.3301,0.15019,0.26812,-0.35442,-1.0867,0.73228,0.41831,3.5001
TCGA.S9.A6WH.01,Cluster I,-0.28311,1.0961,0.81694,-0.52116,-1.8201,1.29894,1.91304,3.27667
TCGA.S9.A6WN.01,Cluster I,-0.015731,1.9168,1.6296,-0.53317,-1.618,1.08483,3.5464,7.69854
TCGA.S9.A6WP.01,Cluster I,0.27686,1.6353,1.1733,-0.43559,-1.2337,0.79811,2.8086,4.09375
TCGA.S9.A6WQ.01,Cluster I,0.19758,0.97993,0.7763,-0.37452,-1.0967,0.72218,1.75623,4.19372
TCGA.S9.A7IQ.01,Cluster I,0.38094,0.014971,0.17272,-0.37187,-1.5102,1.13833,0.187691,6.88903
TCGA.S9.A7IS.01,Cluster I,0.62637,1.1603,1.0419,-0.67105,-1.7612,1.09015,2.2022,2.3822591
TCGA.S9.A7IY.01,Cluster I,-0.4423,1.3033,1.0089,-0.43601,-1.2253,0.78929,2.3122,-0.433938
TCGA.S9.A7IZ.01,Cluster I,-0.45624,0.17573,0.17244,-0.23821,-1.2637,1.02549,0.34817,1.166735
TCGA.S9.A7J0.01,Cluster I,0.051485,0.58687,0.38344,-0.37571,-0.66968,0.29397,0.97031,8.04731
TCGA.S9.A7J1.01,Cluster I,0.078605,1.5367,1.221,-0.38394,-1.578,1.19406,2.7577,4.4415
TCGA.S9.A7J2.01,Cluster I,-0.42153,1.0488,0.88018,-0.31199,-0.95617,0.64418,1.92898,2.88252
TCGA.S9.A7QX.01,Cluster I,-0.53697,0.86871,0.4428,-0.33866,-1.0186,0.67994,1.31151,3.51354
TCGA.S9.A7QZ.01,Cluster I,0.30316,0.59802,0.94781,-0.45688,-1.4905,1.03362,1.54583,11.43331
TCGA.S9.A7R1.01,Cluster I,-0.4788,0.52125,0.48777,-0.33735,-0.9692,0.63185,1.00902,0.607993
TCGA.S9.A7R4.01,Cluster I,-0.58013,0.58692,0.33902,-0.27608,-0.89199,0.61591,0.92594,5.84307
TCGA.S9.A7R8.01,Cluster I,-0.74964,0.335,0.045667,-0.31999,-1.047,0.72701,0.380667,2.324359
TCGA.TM.A7C5.01,Cluster I,-0.45128,0.52888,0.31162,-0.38373,-1.1495,0.76577,0.8405,8.09301
TCGA.TM.A7CF.02,Cluster I,-0.17883,1.4918,1.1549,-0.42002,-1.1303,0.71028,2.6467,3.19271
TCGA.TM.A84R.01,Cluster I,-0.25107,0.86709,0.7222,-0.33433,-0.78112,0.44679,1.58929,3.80585
TCGA.TM.A84S.01,Cluster I,-0.31956,1.1047,0.90926,-0.24673,-0.62036,0.37363,2.01396,5.04836
TCGA.TQ.A7RF.01,Cluster I,-0.64992,0.84318,0.60337,-0.20917,-0.96271,0.75354,1.44655,6.34725
TCGA.TQ.A7RG.01,Cluster I,-0.42225,1.9521,1.7775,-0.40575,-0.7196,0.31385,3.7296,5.94186
TCGA.TQ.A7RH.01,Cluster I,-0.30511,1.8758,1.5101,-0.30501,-0.73711,0.4321,3.3859,1.99093
TCGA.TQ.A7RK.01,Cluster I,-0.3193,1.218,1.0586,-0.36037,-0.63905,0.27868,2.2766,7.62175
TCGA.TQ.A7RK.02,Cluster I,-0.27343,1.4429,1.0643,-0.38189,-1.1118,0.72991,2.5072,6.18337
TCGA.TQ.A7RN.01,Cluster I,-0.62523,0.95715,0.5703,-0.33994,-0.74823,0.40829,1.52745,6.44798
TCGA.TQ.A7RQ.01,Cluster I,-0.22001,0.72507,1.0154,-0.45337,-1.385,0.93163,1.74047,7.87524
TCGA.TQ.A7RR.01,Cluster I,-0.024253,1.492,1.2751,-0.43673,-0.67851,0.24178,2.7671,5.99856
TCGA.TQ.A7RS.01,Cluster I,-0.16636,1.0612,0.93204,-0.33725,-0.83334,0.49609,1.99324,2.64633
TCGA.TQ.A7RV.01,Cluster I,-0.35683,0.947,0.71477,-0.23286,-0.88111,0.64825,1.66177,6.23343
TCGA.TQ.A7RV.02,Cluster I,-0.22897,1.1791,0.95139,-0.28722,-0.76302,0.4758,2.13049,6.35148
TCGA.TQ.A7RW.01,Cluster I,-0.049326,1.3584,1.1598,-0.29941,-0.82274,0.52333,2.5182,2.87913
TCGA.TQ.A8XE.01,Cluster I,-0.18591,0.68995,0.87169,-0.25512,-0.83489,0.57977,1.56164,7.95206
TCGA.TQ.A8XE.02,Cluster I,-0.10183,1.8789,1.4761,-0.27621,-0.63708,0.36087,3.355,3.60376
TCGA.VM.A8C8.01,Cluster I,-0.44305,0.57063,0.32867,-0.38746,-1.0557,0.66824,0.8993,-0.291968
TCGA.VM.A8C9.01,Cluster I,-0.1236,1.8965,1.3646,-0.40445,-0.87201,0.46756,3.2611,8.60513
TCGA.VM.A8CA.01,Cluster I,-0.16171,0.86619,0.79615,-0.25013,-1.2241,0.97397,1.66234,3.87591
TCGA.VM.A8CB.01,Cluster I,-0.29018,0.97888,0.7473,-0.5103,-1.5794,1.0691,1.72618,5.12323
TCGA.VM.A8CD.01,Cluster I,0.058416,2.8415,2.1183,-0.31735,-0.81338,0.49603,4.9598,2.93083
TCGA.VM.A8CE.01,Cluster I,-0.36628,1.2412,1.1167,-0.3159,-0.60799,0.29209,2.3579,5.11195
TCGA.VM.A8CH.01,Cluster I,-0.57278,1.2361,0.85003,-0.34281,-0.76967,0.42686,2.08613,5.98925
TCGA.VV.A829.01,Cluster I,-0.56624,1.4138,0.5998,-0.41568,-1.7115,1.29582,2.0136,3.23644
TCGA.VV.A86M.01,Cluster I,-0.46736,1.0796,0.61963,-0.33301,-1.2719,0.93889,1.69923,1.613074
TCGA.VW.A7QS.01,Cluster I,-0.67606,1.0884,0.47685,-0.49005,-1.5569,1.06685,1.56525,3.36758
TCGA.W9.A837.01,Cluster I,-0.44686,1.5362,1.253,-0.28145,-0.683,0.40155,2.7892,7.03814
TCGA.WY.A85B.01,Cluster I,0.07647,1.4207,0.85983,-0.26583,-1.0435,0.77767,2.28053,2.62681
TCGA.WY.A85C.01,Cluster I,-0.47114,0.57303,0.26579,-0.30538,-1.069,0.76362,0.83882,3.33096
TCGA.WY.A85D.01,Cluster I,-0.52659,0.83869,0.65992,-0.23503,-1.0325,0.79747,1.49861,2.63768
TCGA.BC.4072.01,Cluster I,-0.59257,-0.52016,-0.38787,-0.34994,-0.4426,0.09266,-0.90803,0.485402
TCGA.BC.A10S.01,Cluster I,-0.6519,-0.043325,-0.14907,-0.012389,-0.68694,0.674551,-0.192395,-1.1908186
TCGA.BC.A10U.01,Cluster I,-1.8473,-0.85179,-0.72609,0.090261,0.25669,-0.166429,-1.57788,0.790633
TCGA.BC.A10W.01,Cluster I,-0.94399,-0.46242,-0.72314,-0.56634,-0.94625,0.37991,-1.18556,-0.008625
TCGA.BC.A10Y.01,Cluster I,-0.6664,0.53528,-0.21079,-0.2474,-0.54534,0.29794,0.32449,0.721542
TCGA.BC.A10Z.01,Cluster I,-0.88086,0.16063,-0.31933,-0.31971,-0.56608,0.24637,-0.1587,-1.11361
TCGA.BC.A216.01,Cluster I,-0.4451,0.56685,0.43211,-0.74258,-0.97318,0.2306,0.99896,-6.69887
TCGA.BC.A217.01,Cluster I,-0.83233,-0.011753,-0.62272,-0.46231,-0.49444,0.03213,-0.634473,0.284002
TCGA.BC.A3KF.01,Cluster I,-0.73822,0.60526,-0.14542,-0.46762,-0.75429,0.28667,0.45984,-0.047447
TCGA.BC.A3KG.01,Cluster I,-0.93208,1.3028,1.1257,-0.45922,-0.18624,-0.27298,2.4285,-2.96355
TCGA.BC.A5W4.01,Cluster I,-0.84391,0.15398,-0.51585,-0.26035,-0.48301,0.22266,-0.36187,0.537391
TCGA.BC.A69I.01,Cluster I,-0.71274,0.49476,-0.1714,-0.14707,-0.011234,-0.135836,0.32336,-2.473523
TCGA.BC.A8YO.01,Cluster I,-0.56335,1.0146,1.2374,-0.50196,-0.56926,0.0673,2.252,-1.864927
TCGA.BD.A2L6.01,Cluster I,-0.26117,0.49337,0.19599,-0.4485,0.2548,-0.7033,0.68936,0.289496
TCGA.BW.A5NO.01,Cluster I,-0.65473,-0.18924,-0.63283,-0.36976,-0.73882,0.36906,-0.82207,-3.11369
TCGA.BW.A5NP.01,Cluster I,-0.98024,-0.49412,-0.41207,-0.19804,-0.26349,0.06545,-0.90619,-0.952898
TCGA.BW.A5NQ.01,Cluster I,-0.85254,-0.34603,-0.62152,-0.036288,0.23713,-0.273418,-0.96755,-1.885618
TCGA.CC.5264.01,Cluster I,-0.86565,1.3913,1.1904,-0.4812,-1.0368,0.5556,2.5817,-4.55077
TCGA.CC.A123.01,Cluster I,-0.55934,0.038963,-0.42027,-0.44726,-0.42535,-0.02191,-0.381307,-0.515503
TCGA.CC.A3MB.01,Cluster I,-0.7555,0.38006,-0.16575,-0.35886,-0.26413,-0.09473,0.21431,-2.593015
TCGA.CC.A3MC.01,Cluster I,-0.93827,-0.66918,-0.85249,-0.52679,-0.93707,0.41028,-1.52167,5.8902
TCGA.CC.A5UD.01,Cluster I,-0.90534,1.4293,1.1835,-0.18441,-0.047315,-0.137095,2.6128,0.06346
TCGA.CC.A5UE.01,Cluster I,-0.90723,0.025308,-0.44717,-0.29077,-0.55064,0.25987,-0.421862,5.87028
TCGA.CC.A7IF.01,Cluster I,-0.77853,0.19205,-0.43568,-0.36468,-0.63514,0.27046,-0.24363,-0.193584
TCGA.CC.A7IG.01,Cluster I,-0.61171,0.12928,-0.40452,-0.62341,-0.60287,-0.02054,-0.27524,-1.059883
TCGA.CC.A7IH.01,Cluster I,-0.77346,0.25074,-0.39023,-0.27152,-0.52819,0.25667,-0.13949,0.769464
TCGA.CC.A7IK.01,Cluster I,-0.76983,0.28327,-0.3169,-0.35958,-0.78451,0.42493,-0.03363,-3.516986
TCGA.CC.A7IL.01,Cluster I,-0.91881,0.25215,-0.48197,-0.50532,-0.698,0.19268,-0.22982,-6.40135
TCGA.CC.A8HS.01,Cluster I,-0.42322,-0.26455,-0.32477,-0.49355,-0.34764,-0.14591,-0.58932,-1.0681936
TCGA.CC.A8HT.01,Cluster I,-1.2715,-0.77201,-0.62533,-0.24009,-1.1918,0.95171,-1.39734,-0.1056082
TCGA.CC.A8HU.01,Cluster I,-1.1837,-0.25234,-0.60053,-0.71433,-0.74374,0.02941,-0.85287,-1.1730706
TCGA.CC.A8HV.01,Cluster I,-0.68598,-0.81677,-0.47959,-0.4737,-0.1829,-0.2908,-1.29636,-1.78772948
TCGA.DD.A115.01,Cluster I,-0.50028,0.31536,-0.043146,-0.42373,-0.33467,-0.08906,0.272214,-2.945448
TCGA.DD.A116.01,Cluster I,-0.58622,0.11046,-0.39412,-0.26727,-0.32038,0.05311,-0.28366,0.640612
TCGA.DD.A118.01,Cluster I,0.32219,-0.73217,-1.0717,-0.21108,-0.88386,0.67278,-1.80387,-3.131315
TCGA.DD.A119.01,Cluster I,-0.54057,0.3296,-0.30214,-0.3513,-0.51987,0.16857,0.02746,-1.350101
TCGA.DD.A11A.01,Cluster I,-0.86298,0.25229,-0.36061,-0.54795,-0.79136,0.24341,-0.10832,0.465735
TCGA.DD.A11B.01,Cluster I,-0.39366,0.14238,-0.49973,-0.33642,-0.4719,0.13548,-0.35735,-0.239534
TCGA.DD.A11D.01,Cluster I,-0.63712,0.043775,-0.33232,-0.27304,-0.2708,-0.00224,-0.288545,-2.92004
TCGA.DD.A1EB.01,Cluster I,-0.3688,0.31181,-0.30164,-0.39336,-0.78924,0.39588,0.01017,-1.273757
TCGA.DD.A1EE.01,Cluster I,-0.73625,0.3353,-0.33288,-0.26274,-0.60505,0.34231,0.00242,1.40459
TCGA.DD.A1EF.01,Cluster I,-0.45845,-0.41996,-0.55748,-0.30388,-0.13528,-0.1686,-0.97744,0.178344
TCGA.DD.A1EH.01,Cluster I,-0.4479,-0.57861,-0.11224,0.029657,0.6967,-0.667043,-0.69085,-0.316265
TCGA.DD.A1EJ.01,Cluster I,-0.84406,-0.63866,-0.95986,-0.33729,-1.0188,0.68151,-1.59852,0.427383
TCGA.DD.A1EL.01,Cluster I,-0.85434,-0.11,-0.68823,-0.14958,-0.084507,-0.065073,-0.79823,1.249358
TCGA.DD.A39V.01,Cluster I,-0.56154,0.43466,-0.36806,-0.37716,-0.72009,0.34293,0.0666,-0.068692
TCGA.DD.A39W.01,Cluster I,-0.82705,0.14191,-0.29756,-0.36332,-0.52703,0.16371,-0.15565,-2.010988
TCGA.DD.A39X.01,Cluster I,-0.77774,0.29588,-0.35462,-0.44395,-0.68321,0.23926,-0.05874,0.411049
TCGA.DD.A39Y.01,Cluster I,-1.1313,-1.4043,-0.47568,-0.53672,-0.9371,0.40038,-1.87998,-0.347087
TCGA.DD.A39Z.01,Cluster I,-0.51567,0.41468,-0.25232,-0.31805,-0.24331,-0.07474,0.16236,-1.1917915
TCGA.DD.A3A1.01,Cluster I,-1.7637,-0.93532,-0.19668,-0.16865,-0.51117,0.34252,-1.132,2.67555
TCGA.DD.A3A2.01,Cluster I,-0.59305,0.49438,0.022768,-0.37984,-0.66578,0.28594,0.517148,-3.232387
TCGA.DD.A3A3.01,Cluster I,-1.6284,-0.98742,-0.42205,-0.29261,-0.11229,-0.18032,-1.40947,0.755988
TCGA.DD.A3A4.01,Cluster I,-0.72284,0.47191,-0.27095,-0.39433,-0.039381,-0.354949,0.20096,0.15969
TCGA.DD.A3A5.01,Cluster I,-0.54397,0.40616,-0.30641,-0.44808,-0.39813,-0.04995,0.09975,-1.26298
TCGA.DD.A3A7.01,Cluster I,-1.1771,0.0093885,-0.42353,-0.30399,-1.1128,0.80881,-0.4141415,0.47437
TCGA.DD.A3A8.01,Cluster I,-0.72525,0.35972,-0.021846,-0.38024,-0.54397,0.16373,0.337874,1.505804
TCGA.DD.A4NE.01,Cluster I,-0.48277,0.25762,-0.11902,-0.44609,-0.61785,0.17176,0.1386,0.603188
TCGA.DD.A4NF.01,Cluster I,-0.77982,0.36776,-0.34914,-0.30438,-0.88494,0.58056,0.01862,-1.1982151
TCGA.DD.A4NG.01,Cluster I,-0.94215,0.4053,-0.26397,-0.38254,-0.15687,-0.22567,0.14133,0.148311
TCGA.DD.A4NI.01,Cluster I,-0.59354,0.51411,-0.22374,-0.40875,-0.56455,0.1558,0.29037,-5.55148
TCGA.DD.A4NJ.01,Cluster I,-0.63355,0.055383,-0.081769,-0.31213,-0.14541,-0.16672,-0.026386,-0.13141
TCGA.DD.A4NK.01,Cluster I,-0.45253,0.25587,-0.41559,-0.44439,-0.50467,0.06028,-0.15972,-5.7552
TCGA.DD.A4NN.01,Cluster I,-0.36906,-0.51284,-0.7134,0.087601,0.60237,-0.514769,-1.22624,1.153504
TCGA.DD.A4NO.01,Cluster I,-0.66799,0.39972,-0.39572,-0.43956,-0.59643,0.15687,0.004,0.51180672
TCGA.DD.A4NP.01,Cluster I,-0.72565,0.60232,-0.18319,-0.22087,-0.22906,0.00819,0.41913,-0.708457
TCGA.DD.A4NQ.01,Cluster I,-1.8733,-0.9722,-0.66823,-0.17237,-0.80351,0.63114,-1.64043,-0.214329
TCGA.DD.A73B.01,Cluster I,-0.70629,0.10982,-0.41769,-0.53375,-0.90537,0.37162,-0.30787,1.086089
TCGA.DD.A73C.01,Cluster I,-0.60648,0.15506,-0.38702,-0.3992,-0.72934,0.33014,-0.23196,-0.612617
TCGA.DD.A73D.01,Cluster I,-0.78231,0.43165,-0.20703,-0.45404,-0.77415,0.32011,0.22462,0.537714
TCGA.DD.A73E.01,Cluster I,-0.81408,0.25998,-0.23293,-0.11168,0.46624,-0.57792,0.02705,-0.129791
TCGA.DD.A73F.01,Cluster I,-0.51677,-0.082501,-0.39873,-0.41658,-0.011753,-0.404827,-0.481231,0.390942
